library_uuid,n_cells,status,threshold,predicted_doublets,predicted_doublet_fraction,score_median,score_q95,message
d9942805-5a63-4958-b714-7088c0428c65,1305,ok,0.4196764200065255,14,0.010727969348659003,0.12801484230055657,0.293233082706767,
d9bf3113-086e-4165-ba13-e78a3d7b4138,1471,ok,0.4311108208863523,31,0.02107409925220938,0.1506024096385542,0.37333333333333324,
dac92812-557b-4abd-8fb0-4f823ae8ff59,1764,ok,0.4576881661685096,23,0.013038548752834467,0.14932126696832576,0.32737030411448986,
ddae4c77-2b07-4e3e-97f1-84a37cf04321,1798,ok,0.4633911515478063,23,0.012791991101223582,0.14932126696832576,0.32737030411448986,
ddb0a996-79fe-4eac-8760-76ee74c7c333,1583,ok,0.4459950617119535,25,0.015792798483891344,0.1582089552238806,0.31636363636363624,
df159c28-05fb-4f35-83b8-8c14af793f2a,1680,ok,0.44609434773848256,15,0.008928571428571428,0.14233576642335768,0.31636363636363624,
e16d2c39-bfd1-4fb1-8ed6-ad6b16f3652e,493,ok,0.30800669363139965,32,0.06490872210953347,0.16071428571428567,0.3449477351916373,
e3629615-6d5c-4167-808f-996d53989dbf,1575,ok,0.4488898702760133,24,0.015238095238095238,0.1582089552238806,0.38562091503268003,
e7240495-f3e8-42a3-ac5c-4a9a7eebc341,1647,ok,0.44930653375493695,29,0.017607771706132362,0.1582089552238806,0.31636363636363624,
e9ebbe1e-ce77-4c97-a04e-4a64befe98c8,1006,ok,0.3855539372160965,21,0.020874751491053677,0.12693498452012378,0.3333333333333328,
ecd9109f-7197-46df-b3a8-1ac2d9990185,1808,ok,0.4565591507677112,19,0.010508849557522125,0.13545150501672246,0.32737030411448986,
f1568b25-4a87-414f-8329-1a860a3a8aeb,1946,ok,0.47108541112200636,8,0.0041109969167523125,0.14190871369294603,0.28679817905918054,
f2380b81-e46f-430b-8fd2-e3897ddf7be9,1785,ok,0.4576881661685096,11,0.0061624649859943975,0.14932126696832576,0.32737030411448986,
fb1e97d1-dd9c-4314-aae2-9c3745df1411,2259,ok,0.4948822072941117,28,0.01239486498450642,0.15453802125919866,0.3583617747440269,
fc140c51-9b4f-427f-8e11-640bc7400007,1709,ok,0.46069335937500067,25,0.014628437682855471,0.16568047337278102,0.32737030411448986,
