library_uuid,n_cells,status,threshold,predicted_doublets,predicted_doublet_fraction,score_median,score_q95,message,median_total_counts,median_detected_genes,median_non_b_fraction
28401515-eca4-442a-85fc-f8c2793b1c26,1450,ok,0.435454180366829,46,0.0317241379310344,0.169060773480663,0.3733333333333332,,1778.0,631.0,0.0006777365
2dbf699a-f6cd-446d-8dc4-0595319cfa99,1482,ok,0.435454180366829,28,0.0188933873144399,0.1506024096385542,0.3733333333333332,,2718.0,789.5,0.0005686397
2e65a160-ba6e-4001-b942-c2aa46cd2c5b,1504,ok,0.436811833851745,22,0.014627659574468,0.1506024096385542,0.3049907578558223,,2096.0,783.0,0.0015585433
3044f2b9-48b5-45ec-ac14-107f0d7372f0,1652,ok,0.4478535735084649,37,0.0223970944309927,0.1423357664233576,0.38562091503268,,2639.5,808.0,0.0010207554
30bbf8d6-bd6a-4b4f-8d3e-a54bf78f79d5,1724,ok,0.4596462988231288,11,0.0063805104408352,0.1354515050167224,0.3273703041144898,,2035.0,722.0,0.001242622
32436280-1ea6-4678-bb18-4632fe8c4933,1840,ok,0.4647901195707968,18,0.0097826086956521,0.1493212669683257,0.3273703041144898,,1181.0,437.0,0.0011876485
3332f018-936e-4c4c-9105-99d9503db5a3,1446,ok,0.4326167890792342,23,0.0159059474412171,0.1506024096385542,0.3733333333333332,,1622.0,538.5,0.001350591
34585dab-86cd-40a1-9780-83204c304046,1690,ok,0.4573695728010528,15,0.0088757396449704,0.1354515050167224,0.3273703041144898,,1734.5,597.0,0.00082918967
3639058a-5dc3-49ad-82ff-cec405483912,2377,ok,0.4941292776666035,20,0.0084139671855279,0.141552511415525,0.3057607090103397,,3037.0,943.0,0.000941398
39093cbf-e0a9-480d-ab0b-e9e4cf95a9f8,1351,ok,0.4203794960373906,29,0.0214655810510732,0.1607142857142856,0.3605442176870743,,1774.0,562.0,0.0007642339
39564abe-76f3-4a33-9f10-f574069834bc,1554,ok,0.445248679078955,30,0.0193050193050193,0.1423357664233576,0.3163636363636362,,2684.0,774.0,0.00047904195
3c722d55-1664-4996-8228-63504e862676,973,ok,0.3903780390324162,26,0.02672147995889,0.1269349845201237,0.3333333333333328,,2978.0,935.0,0.0022950135
43b9b939-e389-4784-b4e0-ee9d12aa7ca1,1470,ok,0.4382630474587107,11,0.0074829931972789,0.1352345906163753,0.2563291139240507,,680.5,292.0,0.0014174351
4e57f7cc-1df2-467f-8bfe-cb19af5d7350,1620,ok,0.4428685559804398,29,0.0179012345679012,0.1423357664233576,0.3163636363636362,,2612.0,869.0,0.0012797294
54530f14-aadf-4c2a-8f92-9c22a69cc022,1670,ok,0.4454490961526894,24,0.0143712574850299,0.1582089552238806,0.3163636363636362,,1938.0,625.0,0.0010360011
56b848af-d12b-4f9c-b605-947e296caa46,2251,ok,0.4920014574618759,17,0.0075521990226565,0.1545380212591986,0.3057607090103397,,2906.0,904.0,0.00096061477
585af22b-b80b-4a1d-8cc8-17d65b2639e1,2455,ok,0.4996366757899305,17,0.0069246435845213,0.1607142857142856,0.3148688046647229,,2090.0,674.0,0.0009380863
60373b7d-7c45-428f-9622-aa4f854c4860,2203,ok,0.4809887125819945,22,0.0099863822060826,0.1482701812191103,0.3483535528596185,,1843.0,601.0,0.0009995003
64f6fec6-18a3-4563-b731-189faf6423f2,1329,ok,0.4261649177979821,42,0.0316027088036117,0.1607142857142856,0.3605442176870743,,1981.0,607.0,0.0011267606
665a3535-8f40-4ae3-9260-cbce7060781f,1740,ok,0.4581663060724826,21,0.0120689655172413,0.1493212669683257,0.3273703041144898,,2614.5,805.5,0.00081732735
683bd537-4ff4-4741-afe5-be328f499d4b,1916,ok,0.4711732792747217,18,0.0093945720250521,0.156193895870736,0.3380281690140841,,2110.5,677.0,0.000879121
68492085-4a2b-4551-9b12-75062c694069,1886,ok,0.4708481851411613,19,0.0100742311770943,0.141908713692946,0.3380281690140841,,1851.0,632.0,0.00079713087
6ab35eea-1bae-4ee8-8e5f-5f1505715ac3,1751,ok,0.4566224140442897,22,0.0125642490005711,0.1493212669683257,0.3273703041144898,,1605.0,561.0,0.0012217471
6fd714df-b88d-43a6-8f75-3d300278329d,1436,ok,0.432064528879867,27,0.0188022284122562,0.169060773480663,0.3733333333333332,,1651.5,537.0,0.00087451225
70a004b7-4a17-4702-8910-4557aa0c4279,1558,ok,0.4460943477384825,20,0.0128369704749679,0.1502723608236191,0.3163636363636362,,1507.5,510.0,0.0014054842
78c34b8c-196b-4a31-b700-08882bfaf4ab,2049,ok,0.4821552956844065,29,0.0141532454856027,0.1629563668744433,0.3483535528596185,,2119.0,651.0,0.00077639753
7a2abe44-abb7-4648-bb14-224625a6da0b,1561,ok,0.4454128130931556,15,0.0096092248558616,0.1423357664233576,0.3163636363636362,,2205.0,810.0,0.0015368853
7c76a618-92ba-41fd-b0a7-306a1c1a6bf2,1630,ok,0.448546410272838,28,0.0171779141104294,0.1423357664233576,0.3163636363636362,,2012.0,758.0,0.0014184397
8321fef1-a067-4a62-a461-37e1f1b4f868,1759,ok,0.4561611710049217,13,0.0073905628197839,0.1493212669683257,0.3273703041144898,,895.0,383.0,0.0011299435
8627b3d4-c529-45b3-bf1e-0313791be91d,1639,ok,0.4468911819179124,27,0.0164734594264795,0.1582089552238806,0.3163636363636362,,1040.0,432.0,0.0010857764
894c6ccb-cb7a-4ea1-b032-b1d93b25247d,1613,ok,0.4512826380637937,16,0.0099194048357098,0.1582089552238806,0.3163636363636362,,1200.0,474.0,0.0020597323
8950207b-4940-4ef9-ad01-0ad0dace6f27,2442,ok,0.5039440169782017,26,0.0106470106470106,0.147392290249433,0.3680672268907563,,2916.0,915.0,0.00090785295
90e60bb7-e776-4dff-a8ba-6390acefdbee,1371,ok,0.4358295474344917,7,0.0051057622173595,0.1352345906163753,0.2563291139240507,,695.0,292.0,0.0012738854
91761416-a756-48e5-8768-fd169c7c564c,1436,ok,0.4367106580513386,14,0.0097493036211699,0.1352345906163753,0.2563291139240507,,703.5,300.0,0.0013253817
9184b09f-ca66-4623-a733-1f64bc1b424f,1469,ok,0.4342001628183628,29,0.0197413206262763,0.1506024096385542,0.3733333333333332,,1794.0,635.0,0.0006281407
9586e7f4-5c57-452e-bb13-90ceef874118,1616,ok,0.4459950617119535,35,0.0216584158415841,0.1423357664233576,0.38562091503268,,3414.5,987.0,0.0015074435
9850fb76-4155-4910-881f-b5d33ee0835c,1855,ok,0.4676979942953245,21,0.0113207547169811,0.156193895870736,0.3380281690140841,,1151.0,467.0,0.0019933556
a5750809-7c9f-409f-baa1-9bfbb22d2fcc,1685,ok,0.4596462988231288,17,0.0100890207715133,0.1354515050167224,0.3273703041144898,,2076.0,787.0,0.0013831259
a5cedd63-caae-415f-b7e4-c7f660fc89c8,1824,ok,0.4577573070888323,17,0.0093201754385964,0.1354515050167224,0.3273703041144898,,2196.0,707.0,0.0009009011
b795713b-ff23-4494-b6a3-1438b2baee3e,1530,ok,0.4419322465735918,37,0.0241830065359477,0.1582089552238806,0.38562091503268,,2811.5,845.5,0.0008583691
b816335c-8d84-4ecc-aa3e-2dea51795320,1819,ok,0.458011111956864,20,0.010995052226498,0.1354515050167224,0.3273703041144898,,2021.0,715.0,0.0015910899
b993ef60-52c8-41e2-83a2-bb44f1fb916f,2141,ok,0.4841757082134565,20,0.0093414292386735,0.1482701812191103,0.2964071856287423,,3066.0,951.0,0.00090225565
bdc30514-427c-403e-a0ee-61e7d04e407e,1984,ok,0.4741935060095929,20,0.0100806451612903,0.156193895870736,0.3380281690140841,,1779.0,603.0,0.0009343616
c2641f62-eb23-4dad-9c22-b52e72b79df2,1337,ok,0.4205422955422954,22,0.0164547494390426,0.1607142857142856,0.3605442176870743,,1880.0,582.0,0.0009573959
c64fa002-95f9-4429-b65c-6f55c7f907d4,1725,ok,0.4590177171174421,34,0.0197101449275362,0.165680473372781,0.3974358974358977,,1612.0,603.0,0.0012300123
c7f79595-aa68-4139-9a87-094c761cc5ab,1788,ok,0.4599296345310787,15,0.0083892617449664,0.165680473372781,0.3273703041144898,,1591.5,591.5,0.0010014187
ca103ed6-7a7e-4450-9546-ac295532bced,1586,ok,0.4493065337549369,9,0.0056746532156368,0.1423357664233576,0.3163636363636362,,827.5,339.0,0.0013227513
cd2306bc-106c-4506-b778-d184713c463a,2068,ok,0.4867108464400916,9,0.0043520309477756,0.135632183908046,0.2964071856287423,,2136.0,640.0,0.0010162601
cdab3145-edc9-4352-932c-1638e791bfc9,1503,ok,0.4320641330072043,21,0.0139720558882235,0.1506024096385542,0.3049907578558223,,1567.0,526.0,0.001344086
cdf51e52-a49a-474f-a6ba-da5a14137d09,1715,ok,0.4614721790158378,13,0.0075801749271137,0.1493212669683257,0.3273703041144898,,2698.0,785.0,0.0006811989
cfb525cf-987b-42c8-afca-8dd18f45b32d,1581,ok,0.445248679078955,32,0.0202403542061986,0.1582089552238806,0.38562091503268,,1200.0,488.0,0.0009680542
d461010c-38fd-414f-91bd-e1b3e7e2f8fb,1552,ok,0.4500284536185591,19,0.0122422680412371,0.1582089552238806,0.3163636363636362,,3121.5,920.0,0.0014534887
d49aa545-2b96-409c-85e8-2bf8706475fb,1607,ok,0.4464971024882328,37,0.0230242688238954,0.1582089552238806,0.38562091503268,,1240.0,502.0,0.0009587728
d4d2da4e-6580-479c-b5f6-77b109e72715,2181,ok,0.4799407429570343,26,0.0119211370930765,0.1482701812191103,0.3483535528596185,,1846.0,593.0,0.0011661807
d641571e-6406-4309-ae61-acc6f2e0a50d,1582,ok,0.449263561867033,23,0.0145385587863463,0.1582089552238806,0.3163636363636362,,1649.0,607.0,0.0012072437
d8a37460-32f2-4b61-b1d2-1f7f0ba92779,2561,ok,0.5038127877504404,25,0.0097618117922686,0.147392290249433,0.3148688046647229,,2174.0,695.0,0.00086617586
d9278721-fad6-4eba-a1bb-4a26c0aea206,1773,ok,0.4581663060724826,14,0.0078962210941906,0.1354515050167224,0.276923076923077,,1863.0,648.0,0.001001753
d9942805-5a63-4958-b714-7088c0428c65,1305,ok,0.4196764200065255,14,0.010727969348659,0.1280148423005565,0.293233082706767,,685.0,293.0,0.0014914243
d9bf3113-086e-4165-ba13-e78a3d7b4138,1471,ok,0.4311108208863523,31,0.0210740992522093,0.1506024096385542,0.3733333333333332,,1718.0,614.0,0.000683527
dac92812-557b-4abd-8fb0-4f823ae8ff59,1764,ok,0.4576881661685096,23,0.0130385487528344,0.1493212669683257,0.3273703041144898,,2021.5,648.0,0.00107498
ddae4c77-2b07-4e3e-97f1-84a37cf04321,1798,ok,0.4633911515478063,23,0.0127919911012235,0.1493212669683257,0.3273703041144898,,1506.0,531.0,0.00076335925
ddb0a996-79fe-4eac-8760-76ee74c7c333,1583,ok,0.4459950617119535,25,0.0157927984838913,0.1582089552238806,0.3163636363636362,,2665.0,889.0,0.0013218771
df159c28-05fb-4f35-83b8-8c14af793f2a,1680,ok,0.4460943477384825,15,0.0089285714285714,0.1423357664233576,0.3163636363636362,,1954.5,693.0,0.0011590852
e16d2c39-bfd1-4fb1-8ed6-ad6b16f3652e,493,ok,0.3080066936313996,32,0.0649087221095334,0.1607142857142856,0.3449477351916373,,2092.0,721.0,0.0007215007
e3629615-6d5c-4167-808f-996d53989dbf,1575,ok,0.4488898702760133,24,0.0152380952380952,0.1582089552238806,0.38562091503268,,2033.0,651.0,0.0010319918
e7240495-f3e8-42a3-ac5c-4a9a7eebc341,1647,ok,0.4493065337549369,29,0.0176077717061323,0.1582089552238806,0.3163636363636362,,2982.0,879.0,0.001431127
e9ebbe1e-ce77-4c97-a04e-4a64befe98c8,1006,ok,0.3855539372160965,21,0.0208747514910536,0.1269349845201237,0.3333333333333328,,2737.5,877.0,0.0022012587
ecd9109f-7197-46df-b3a8-1ac2d9990185,1808,ok,0.4565591507677112,19,0.0105088495575221,0.1354515050167224,0.3273703041144898,,1690.0,582.5,0.00076550164
f1568b25-4a87-414f-8329-1a860a3a8aeb,1946,ok,0.4710854111220063,8,0.0041109969167523,0.141908713692946,0.2867981790591805,,2277.5,677.0,0.0009671961
f2380b81-e46f-430b-8fd2-e3897ddf7be9,1785,ok,0.4576881661685096,11,0.0061624649859943,0.1493212669683257,0.3273703041144898,,1151.0,466.0,0.0022710068
fb1e97d1-dd9c-4314-aae2-9c3745df1411,2259,ok,0.4948822072941117,28,0.0123948649845064,0.1545380212591986,0.3583617747440269,,1756.0,579.0,0.0010106114
fc140c51-9b4f-427f-8e11-640bc7400007,1709,ok,0.4606933593750006,25,0.0146284376828554,0.165680473372781,0.3273703041144898,,1428.0,507.0,0.001156738
