"analysis_name","ensembl_id","gene_id","feature_name","is_mitochondrial","is_ribosomal","is_hemoglobin","is_immunoglobulin","tested_filterByExpr","logFC","logCPM","F","PValue","FDR"
"primary_base","ENSG00000028116","ENSG00000028116","VRK2",FALSE,FALSE,FALSE,FALSE,TRUE,0.508769882930527,4.35411285236423,16.8927496197413,7.91806665468052e-05,0.00406399374578602
"primary_base","ENSG00000137154","ENSG00000137154","RPS6",FALSE,TRUE,FALSE,FALSE,TRUE,-0.197722894176551,12.9408331172017,16.6797584984707,8.68602024314792e-05,0.00440690728198333
"primary_base","ENSG00000100316","ENSG00000100316","RPL3",FALSE,TRUE,FALSE,FALSE,TRUE,-0.214112314837906,12.5495910936003,16.5943888827159,9.02964762241287e-05,0.0045021683615744
"primary_base","ENSG00000173193","ENSG00000173193","PARP14",FALSE,FALSE,FALSE,FALSE,TRUE,0.385312278225965,6.21136610324838,16.5847268957799,9.07777490213235e-05,0.0045021683615744
"primary_base","ENSG00000137500","ENSG00000137500","CCDC90B",FALSE,FALSE,FALSE,FALSE,TRUE,0.333996051403848,5.15315730800207,16.3396333610272,0.00010176682335768,0.0049910973144533
"primary_base","ENSG00000113732","ENSG00000113732","ATP6V0E1",FALSE,FALSE,FALSE,FALSE,TRUE,0.218081201566528,8.05944800931198,16.2617607304409,0.000105076765439867,0.00509680046869863
"primary_base","ENSG00000172725","ENSG00000172725","CORO1B",FALSE,FALSE,FALSE,FALSE,TRUE,-0.573813074481361,5.18248226952654,16.2881034199465,0.000110420551591434,0.00529778602961512
"primary_base","ENSG00000247828","ENSG00000247828","TMEM161B-DT",FALSE,FALSE,FALSE,FALSE,TRUE,-0.445048884151731,4.08101351587082,16.1060620414367,0.000112887952431017,0.00530170553760305
"primary_base","ENSG00000175550","ENSG00000175550","DRAP1",FALSE,FALSE,FALSE,FALSE,TRUE,0.264497739977322,7.46606237652111,16.1046018692066,0.000112904467724215,0.00530170553760305
"primary_base","ENSG00000137038","ENSG00000137038","DMAC1",FALSE,FALSE,FALSE,FALSE,TRUE,0.286876501027914,5.98636897576412,15.5799602983442,0.000143735880815594,0.00667842292547402
"primary_base","ENSG00000259494","ENSG00000259494","MRPL46",FALSE,FALSE,FALSE,FALSE,TRUE,0.470646769263264,4.16536722512129,15.3044189558796,0.000162886930952122,0.00734655950419472
"primary_base","ENSG00000122224","ENSG00000122224","LY9",FALSE,FALSE,FALSE,FALSE,TRUE,-0.470879250398468,5.676310696004,15.3837562590882,0.000163054684653457,0.00734655950419472
"primary_base","ENSG00000255198","ENSG00000255198","SNHG9",FALSE,FALSE,FALSE,FALSE,TRUE,-0.376064873007667,7.22921567264563,15.3911263295224,0.000164064404502599,0.00734655950419472
"primary_base","ENSG00000162704","ENSG00000162704","ARPC5",FALSE,FALSE,FALSE,FALSE,TRUE,0.234126164056772,7.44515834869614,15.2815866857378,0.00016477331013033,0.00734655950419472
"primary_base","ENSG00000112149","ENSG00000112149","CD83",FALSE,FALSE,FALSE,FALSE,TRUE,-0.645582147461218,6.67400416939091,15.4527913927704,0.000170398810442234,0.00752140349292019
"primary_min20","ENSG00000184979","ENSG00000184979","USP18",FALSE,FALSE,FALSE,FALSE,TRUE,2.23958640508261,3.85431740500191,74.6510877885759,2.41176529822015e-14,9.88341419210617e-11
"primary_min20","ENSG00000137959","ENSG00000137959","IFI44L",FALSE,FALSE,FALSE,FALSE,TRUE,2.39354317026151,6.74898207857006,66.0782405369638,2.13417312201213e-12,4.37292072700285e-09
"primary_min20","ENSG00000133106","ENSG00000133106","EPSTI1",FALSE,FALSE,FALSE,FALSE,TRUE,1.29792998374208,5.57975374342904,57.0458288718249,2.83504649398831e-11,3.87267351078804e-08
"primary_min20","ENSG00000119917","ENSG00000119917","IFIT3",FALSE,FALSE,FALSE,FALSE,TRUE,1.84310544121321,3.99571040735636,51.3390522893434,9.65452455324326e-11,9.89106040479772e-08
"primary_min20","ENSG00000157601","ENSG00000157601","MX1",FALSE,FALSE,FALSE,FALSE,TRUE,1.34430372322487,5.70034609457155,48.8428501539334,4.33183020197271e-10,3.55036803353683e-07
"primary_min20","ENSG00000177409","ENSG00000177409","SAMD9L",FALSE,FALSE,FALSE,FALSE,TRUE,0.948125560882705,5.88160129536526,47.0256742411389,6.5846988602392e-10,3.93474197360412e-07
"primary_min20","ENSG00000126709","ENSG00000126709","IFI6",FALSE,FALSE,FALSE,FALSE,TRUE,1.17127429987864,6.32574467492057,47.3165345725341,7.31332110604239e-10,3.93474197360412e-07
"primary_min20","ENSG00000055332","ENSG00000055332","EIF2AK2",FALSE,FALSE,FALSE,FALSE,TRUE,1.01417847463635,5.73331709793968,46.703469859944,7.68129228619643e-10,3.93474197360412e-07
"primary_min20","ENSG00000138496","ENSG00000138496","PARP9",FALSE,FALSE,FALSE,FALSE,TRUE,0.961241344527177,4.49994341466538,41.8178447931894,2.54696041849778e-09,1.06681165535652e-06
"primary_min20","ENSG00000115415","ENSG00000115415","STAT1",FALSE,FALSE,FALSE,FALSE,TRUE,0.900440244957298,5.48865386821311,42.7974421337594,2.60324952502811e-09,1.06681165535652e-06
"primary_min20","ENSG00000137965","ENSG00000137965","IFI44",FALSE,FALSE,FALSE,FALSE,TRUE,1.37122933163826,4.68870605913251,41.4584599840808,4.77401492779963e-09,1.7785375612839e-06
"primary_min20","ENSG00000188313","ENSG00000188313","PLSCR1",FALSE,FALSE,FALSE,FALSE,TRUE,0.904543567078547,5.19784486170618,38.9180442515415,1.03652193348899e-08,3.32304694321041e-06
"primary_min20","ENSG00000132530","ENSG00000132530","XAF1",FALSE,FALSE,FALSE,FALSE,TRUE,1.13747336041013,5.74326031853511,39.5807175758164,1.05416325675294e-08,3.32304694321041e-06
"primary_min20","ENSG00000266088","ENSG00000266088","ENSG00000266088",FALSE,FALSE,FALSE,FALSE,TRUE,1.13069898670259,3.97143957770238,37.029445315028,1.44289875494803e-08,4.22357078412645e-06
"primary_min20","ENSG00000165949","ENSG00000165949","IFI27",FALSE,FALSE,FALSE,FALSE,TRUE,1.74722287621588,5.16334535261088,37.9314255636014,1.88897552829191e-08,5.16068114329349e-06
"primary_min20","ENSG00000187608","ENSG00000187608","ISG15",FALSE,FALSE,FALSE,FALSE,TRUE,1.01717735976148,7.35007473990873,37.7480997469279,2.11638670600525e-08,5.42059545075595e-06
"primary_min20","ENSG00000089127","ENSG00000089127","OAS1",FALSE,FALSE,FALSE,FALSE,TRUE,1.04618532382807,5.27036378776833,35.6424479722659,4.18782624447533e-08,1.00951246763882e-05
"primary_min20","ENSG00000205413","ENSG00000205413","SAMD9",FALSE,FALSE,FALSE,FALSE,TRUE,0.514453016698217,5.88533192277459,32.5768795863063,9.50491639953095e-08,2.16395263362655e-05
"primary_min20","ENSG00000183486","ENSG00000183486","MX2",FALSE,FALSE,FALSE,FALSE,TRUE,0.881679557429675,4.96963363923329,32.5264419882165,1.18186004156253e-07,2.54908550017013e-05
"primary_min20","ENSG00000138646","ENSG00000138646","HERC5",FALSE,FALSE,FALSE,FALSE,TRUE,1.12540277078061,4.25064528162962,31.8018133632564,1.47502473860833e-07,3.02232568940846e-05
"primary_min20","ENSG00000163683","ENSG00000163683","SMIM14",FALSE,FALSE,FALSE,FALSE,TRUE,0.40704747837446,7.53874239654361,30.6128695658412,2.09240430938153e-07,4.04688752241102e-05
"primary_min20","ENSG00000086065","ENSG00000086065","CHMP5",FALSE,FALSE,FALSE,FALSE,TRUE,0.459141913385061,5.88701995734855,30.5188439555191,2.17256040734608e-07,4.04688752241102e-05
"primary_min20","ENSG00000185507","ENSG00000185507","IRF7",FALSE,FALSE,FALSE,FALSE,TRUE,0.797356013904797,5.91881605691883,30.10637059461,3.40286501993438e-07,6.06301776160483e-05
