replicate,resolution,reference_cluster,mapped_reference_cluster,n_cells,fraction_of_reference_cluster
8,0.6,5,5,1052,0.9981024667931688
8,0.8,0,0,33877,0.8143313862647532
8,0.8,0,1,6649,0.1598278887526742
8,0.8,0,2,401,0.009639191365592173
8,0.8,0,3,318,0.0076440470181005265
8,0.8,0,4,308,0.00740366818105334
8,0.8,0,5,46,0.0011057426504170573
8,0.8,0,6,2,4.8075767409437276e-05
8,0.8,1,0,2856,0.08934213407576563
8,0.8,1,1,28190,0.8818469046203897
8,0.8,1,2,509,0.015922670253699128
8,0.8,1,3,49,0.0015328307316920574
8,0.8,1,4,337,0.010542121562861701
8,0.8,1,5,21,0.0006569274564394531
8,0.8,1,6,5,0.00015641129915225076
8,0.8,2,0,919,0.04015906310085649
8,0.8,2,1,611,0.026699877643768574
8,0.8,2,2,18121,0.7918633106100332
8,0.8,2,3,3061,0.1337615801433316
8,0.8,2,4,143,0.006248907533647963
8,0.8,2,5,25,0.0010924663520363574
8,0.8,2,6,4,0.00017479461632581716
8,0.8,3,0,296,0.016666666666666666
8,0.8,3,1,355,0.01998873873873874
8,0.8,3,2,415,0.023367117117117118
8,0.8,3,3,16469,0.9273085585585585
8,0.8,3,4,216,0.012162162162162163
8,0.8,3,5,8,0.00045045045045045046
8,0.8,3,6,1,5.630630630630631e-05
8,0.8,4,0,380,0.09939837823698666
8,0.8,4,1,188,0.049176039759351295
8,0.8,4,2,50,0.013078733978550876
8,0.8,4,3,23,0.006016217630133403
8,0.8,4,4,3177,0.8310227569971227
8,0.8,4,5,5,0.0013078733978550876
8,0.8,5,0,95,0.07761437908496732
8,0.8,5,1,66,0.05392156862745098
8,0.8,5,2,11,0.008986928104575163
8,0.8,5,3,36,0.029411764705882353
8,0.8,5,4,7,0.005718954248366013
8,0.8,5,5,1009,0.8243464052287581
8,0.8,6,1,1,0.000942507068803016
8,0.8,6,3,4,0.003770028275212064
8,0.8,6,6,1056,0.9952874646559849
9,0.4,0,0,54755,0.7141925469889261
9,0.4,0,1,20790,0.27117273403159114
9,0.4,0,2,1047,0.013656462363207117
9,0.4,0,3,1,1.3043421550341086e-05
9,0.4,0,4,74,0.0009652131947252403
9,0.4,1,0,768,0.0191268398376211
9,0.4,1,1,38704,0.9639130326501133
9,0.4,1,2,629,0.015665081064926655
9,0.4,1,3,10,0.00024904739371902474
9,0.4,1,4,42,0.0010459990536199038
9,0.4,2,0,27,0.018292682926829267
9,0.4,2,1,11,0.007452574525745257
9,0.4,2,2,1436,0.9728997289972899
9,0.4,2,4,2,0.0013550135501355014
9,0.4,3,0,1,0.0009718172983479105
9,0.4,3,1,3,0.0029154518950437317
9,0.4,3,3,1025,0.9961127308066083
9,0.4,4,0,53,0.053266331658291456
9,0.4,4,1,50,0.05025125628140704
9,0.4,4,2,2,0.0020100502512562816
9,0.4,4,4,890,0.8944723618090452
9,0.6,0,0,33936,0.7879998142386105
9,0.6,0,1,728,0.0169042864440626
9,0.6,0,2,8356,0.19402777132772953
9,0.6,0,4,46,0.0010681279895973623
9,0.6,1,0,835,0.02145647034638709
9,0.6,1,1,37436,0.9619693699249666
9,0.6,1,2,617,0.01585466132182136
9,0.6,1,4,20,0.0005139274334463973
9,0.6,1,5,8,0.00020557097337855896
9,0.6,2,0,1878,0.05713068873205159
9,0.6,2,1,473,0.01438914577756145
9,0.6,2,2,30502,0.9279021659771234
9,0.6,2,4,17,0.0005171574592358238
9,0.6,2,5,2,6.0842054027743974e-05
9,0.6,3,0,2653,0.7928870292887029
9,0.6,3,1,340,0.10161386730424388
9,0.6,3,2,353,0.1054991034070532
9,0.6,4,0,53,0.048892988929889296
9,0.6,4,1,33,0.03044280442804428
9,0.6,4,2,57,0.052583025830258305
9,0.6,4,4,941,0.8680811808118081
9,0.6,5,1,3,0.0028957528957528956
9,0.6,5,2,1,0.0009652509652509653
9,0.6,5,5,1032,0.9961389961389961
9,0.8,0,0,35818,0.8622740075591613
9,0.8,0,1,4488,0.10804304388646814
9,0.8,0,2,447,0.010760971617034595
9,0.8,0,3,318,0.007655456318158838
9,0.8,0,4,391,0.009412840944654421
9,0.8,0,5,76,0.0018296059125159489
9,0.8,0,6,1,2.4073762006788802e-05
9,0.8,1,0,2448,0.07625218041365561
9,0.8,1,1,28608,0.8911039122850735
9,0.8,1,2,553,0.017225267879391975
9,0.8,1,3,97,0.003021430351358086
9,0.8,1,4,368,0.01146274607525542
9,0.8,1,5,27,0.0008410166957388488
9,0.8,1,6,3,9.344629952653874e-05
9,0.8,2,0,888,0.038812885178548015
9,0.8,2,1,540,0.023602430176144062
9,0.8,2,2,19075,0.8337339918702741
9,0.8,2,3,2205,0.09637658988592158
9,0.8,2,4,153,0.006687355216574151
9,0.8,2,5,18,0.0007867476725381354
9,0.8,3,0,276,0.015580016934801016
9,0.8,3,1,106,0.005983629692351115
9,0.8,3,2,512,0.02890206040079029
9,0.8,3,3,16569,0.9353090601185436
9,0.8,3,4,239,0.013491391476150156
9,0.8,3,5,12,0.0006773920406435225
9,0.8,3,6,1,5.6449336720293535e-05
9,0.8,4,0,314,0.08228511530398323
9,0.8,4,1,190,0.04979035639412998
9,0.8,4,2,48,0.012578616352201259
9,0.8,4,3,18,0.0047169811320754715
9,0.8,4,4,3245,0.8503668763102725
9,0.8,4,5,1,0.0002620545073375262
9,0.8,5,0,78,0.06388206388206388
9,0.8,5,1,50,0.04095004095004095
9,0.8,5,2,25,0.020475020475020474
9,0.8,5,3,24,0.019656019656019656
9,0.8,5,4,4,0.003276003276003276
9,0.8,5,5,1040,0.8517608517608518
9,0.8,6,1,2,0.0019120458891013384
9,0.8,6,2,2,0.0019120458891013384
9,0.8,6,3,6,0.0057361376673040155
9,0.8,6,6,1036,0.9904397705544933
10,0.4,0,0,74317,0.9714259571520071
10,0.4,0,1,1357,0.01773786648889586
10,0.4,0,2,764,0.009986536475693763
10,0.4,0,3,1,1.3071382821588697e-05
10,0.4,0,4,64,0.0008365685005816766
10,0.4,1,0,1261,0.03127868039191368
10,0.4,1,1,38872,0.9642068708917276
10,0.4,1,2,158,0.003919136797717971
10,0.4,1,3,4,9.921865310678408e-05
10,0.4,1,4,20,0.0004960932655339203
10,0.4,2,0,40,0.026972353337828724
10,0.4,2,1,16,0.01078894133513149
10,0.4,2,2,1427,0.9622387053270398
10,0.4,3,0,2,0.001953125
10,0.4,3,3,1022,0.998046875
10,0.4,4,0,74,0.0743718592964824
10,0.4,4,1,59,0.0592964824120603
10,0.4,4,2,1,0.0010050251256281408
10,0.4,4,4,861,0.8653266331658291
10,0.6,0,0,40901,0.9498386010543183
10,0.6,0,1,1603,0.03722626042126286
10,0.6,0,3,465,0.010798634495250923
10,0.6,0,4,91,0.0021132811592856644
10,0.6,0,5,1,2.322286988226005e-05
10,0.6,1,0,753,0.0192819829970296
10,0.6,1,1,38159,0.9771330533647444
10,0.6,1,3,105,0.0026887227286694665
10,0.6,1,4,31,0.0007938133770357472
10,0.6,1,5,4,0.00010242753252074157
10,0.6,2,0,31328,0.9553840992955384
10,0.6,2,1,1084,0.03305785123966942
10,0.6,2,3,319,0.009728279100972828
10,0.6,2,4,57,0.0017382818456283737
10,0.6,2,5,3,9.148851819096704e-05
10,0.6,3,0,246,0.07472660996354799
10,0.6,3,1,114,0.03462940461725395
10,0.6,3,3,2930,0.8900364520048603
10,0.6,3,4,2,0.0006075334143377885
10,0.6,4,0,67,0.061243144424131625
10,0.6,4,1,37,0.033820840950639856
10,0.6,4,3,3,0.002742230347349177
10,0.6,4,4,987,0.9021937842778793
10,0.6,5,1,2,0.001941747572815534
10,0.6,5,3,1,0.000970873786407767
10,0.6,5,5,1027,0.9970873786407767
10,0.8,0,0,36639,0.8812112174707778
10,0.8,0,1,4179,0.10050988503535524
10,0.8,0,2,639,0.015368704603396026
10,0.8,0,3,118,0.0028380393477319735
10,0.8,0,6,3,7.215354273894848e-05
10,0.8,1,0,3672,0.11482894489961849
10,0.8,1,1,27821,0.8700043780098818
10,0.8,1,2,426,0.013321658640315216
10,0.8,1,3,58,0.0018137469510288323
10,0.8,1,6,1,3.127149915566952e-05
10,0.8,2,0,1130,0.04925678915478837
10,0.8,2,1,556,0.0242360838673118
10,0.8,2,2,20924,0.9120788108626476
10,0.8,2,3,330,0.014384726036354125
10,0.8,2,6,1,4.3590078898042804e-05
10,0.8,3,0,471,0.026491928679903257
10,0.8,3,1,82,0.0046121829124247705
10,0.8,3,2,4216,0.23713369705832724
10,0.8,3,3,13007,0.7315934529501097
10,0.8,3,6,3,0.00016873839923505258
10,0.8,4,0,2805,0.7446243695248208
10,0.8,4,1,497,0.1319352269710645
10,0.8,4,2,156,0.04141226440138041
10,0.8,4,3,309,0.08202813910273427
10,0.8,5,0,1154,0.9306451612903226
10,0.8,5,1,40,0.03225806451612903
10,0.8,5,2,31,0.025
10,0.8,5,3,14,0.01129032258064516
10,0.8,5,6,1,0.0008064516129032258
10,0.8,6,0,1,0.0009643201542912247
10,0.8,6,2,2,0.0019286403085824494
10,0.8,6,3,3,0.0028929604628736743
10,0.8,6,6,1031,0.9942140790742526
11,0.4,0,0,75375,0.9815603391022385
11,0.4,0,1,906,0.011798257608313474
11,0.4,0,2,476,0.00619864307015145
11,0.4,0,4,34,0.00044276021929653216
11,0.4,1,0,7516,0.18778732760343794
11,0.4,1,1,32019,0.799995002998201
11,0.4,1,2,461,0.011518089146512093
11,0.4,1,3,2,4.9970017989206476e-05
11,0.4,1,4,26,0.0006496102338596842
11,0.4,2,0,84,0.05648957632817754
11,0.4,2,1,9,0.00605245460659045
11,0.4,2,2,1393,0.9367854741089442
11,0.4,2,4,1,0.0006724949562878278
11,0.4,3,0,1,0.0009514747859181732
11,0.4,3,1,1,0.0009514747859181732
11,0.4,3,3,1049,0.9980970504281637
11,0.4,4,0,113,0.11685625646328852
11,0.4,4,1,35,0.03619441571871768
11,0.4,4,2,1,0.001034126163391934
11,0.4,4,4,818,0.8459152016546019
11,0.6,0,0,41396,0.9604863221884499
11,0.6,0,1,1006,0.023341608854033736
11,0.6,0,2,657,0.015243973178031972
11,0.6,0,4,37,0.0008584885960231096
11,0.6,0,5,3,6.960718346133322e-05
11,0.6,1,0,1117,0.028793112336959324
11,0.6,1,1,37307,0.9616693303088106
11,0.6,1,2,331,0.008532247254730113
11,0.6,1,4,32,0.0008248698252307058
11,0.6,1,5,7,0.00018044027426921688
11,0.6,2,0,12852,0.3899508465319498
11,0.6,2,1,813,0.024667758965956674
11,0.6,2,2,19267,0.584592511681534
11,0.6,2,4,25,0.0007585411736149039
11,0.6,2,5,1,3.0341646944596154e-05
11,0.6,3,0,441,0.13168109883547327
11,0.6,3,1,237,0.07076739325171694
11,0.6,3,2,2668,0.7966557181248134
11,0.6,3,4,3,0.0008957897879964168
11,0.6,4,0,89,0.08372530573847602
11,0.6,4,1,38,0.03574788334901223
11,0.6,4,2,24,0.022577610536218252
11,0.6,4,4,912,0.8579492003762935
11,0.6,5,1,4,0.003784295175023652
11,0.6,5,2,1,0.000946073793755913
11,0.6,5,5,1052,0.9952696310312205
11,0.8,0,0,31647,0.761239265869675
11,0.8,0,1,9178,0.22076828710942198
11,0.8,0,2,159,0.003824597695619753
11,0.8,0,3,282,0.006783248743174657
11,0.8,0,4,265,0.006374329492699588
11,0.8,0,5,41,0.0009862170158516344
11,0.8,0,6,1,2.405407355735694e-05
11,0.8,1,0,5205,0.16167106693585961
11,0.8,1,1,26269,0.8159341512657244
11,0.8,1,2,377,0.011709892840503184
11,0.8,1,3,87,0.0027022829631930425
11,0.8,1,4,239,0.007423512967852151
11,0.8,1,5,18,0.000559093026867526
11,0.8,2,0,2552,0.11188075405523892
11,0.8,2,1,450,0.01972818939061815
11,0.8,2,2,13400,0.5874616396317405
11,0.8,2,3,6232,0.27321350284962737
11,0.8,2,4,152,0.006663743971942131
11,0.8,2,5,22,0.0009644892590968873
11,0.8,2,6,2,8.768084173608067e-05
11,0.8,3,0,708,0.04013832983729236
11,0.8,3,1,279,0.015817223198594025
11,0.8,3,2,210,0.01190543681614604
11,0.8,3,3,16190,0.9178524859685924
11,0.8,3,4,239,0.01354952094789954
11,0.8,3,5,11,0.0006236181189409831
11,0.8,3,6,2,0.00011338511253472419
11,0.8,4,0,478,0.12473903966597077
11,0.8,4,1,254,0.0662839248434238
11,0.8,4,2,22,0.005741127348643006
11,0.8,4,3,34,0.008872651356993737
11,0.8,4,4,3040,0.7933194154488518
11,0.8,4,5,4,0.0010438413361169101
11,0.8,5,0,128,0.10622406639004149
11,0.8,5,1,70,0.058091286307053944
11,0.8,5,2,3,0.0024896265560165973
11,0.8,5,3,34,0.028215767634854772
11,0.8,5,4,4,0.0033195020746887966
11,0.8,5,5,966,0.8016597510373444
11,0.8,6,1,2,0.001876172607879925
11,0.8,6,2,1,0.0009380863039399625
11,0.8,6,3,7,0.006566604127579738
11,0.8,6,6,1056,0.9906191369606003
12,0.4,0,0,74578,0.9750542582956359
12,0.4,0,1,921,0.01204141934471668
12,0.4,0,2,941,0.012302905106816933
12,0.4,0,3,2,2.6148576210025363e-05
12,0.4,0,4,44,0.000575268676620558
12,0.4,1,0,1731,0.04294965635312508
12,0.4,1,1,37971,0.9421383023596258
12,0.4,1,2,566,0.01404361958166886
12,0.4,1,3,2,4.9624097461727414e-05
12,0.4,1,4,33,0.0008187976081185023
12,0.4,2,0,27,0.018060200668896322
12,0.4,2,1,1,0.0006688963210702341
12,0.4,2,2,1465,0.979933110367893
12,0.4,2,4,2,0.0013377926421404682
12,0.4,3,0,1,0.0009514747859181732
12,0.4,3,1,3,0.0028544243577545195
12,0.4,3,3,1047,0.9961941008563273
12,0.4,4,0,88,0.08934010152284264
12,0.4,4,1,18,0.018274111675126905
12,0.4,4,2,4,0.0040609137055837565
12,0.4,4,4,875,0.8883248730964467
12,0.6,0,0,36938,0.859783064103161
12,0.6,0,1,753,0.017527116987104883
12,0.6,0,2,5004,0.11647502444020297
12,0.6,0,3,219,0.005097528048042456
12,0.6,0,4,47,0.0010939900377077416
12,0.6,0,5,1,2.3276383781015782e-05
12,0.6,1,0,1063,0.027213148328298603
12,0.6,1,1,37482,0.9595514822589729
12,0.6,1,2,392,0.010035328452204189
12,0.6,1,3,87,0.002227228508524909
12,0.6,1,4,30,0.0007680098305258308
12,0.6,1,5,8,0.00020480262147355485
12,0.6,2,0,2797,0.08517052375152254
12,0.6,2,1,665,0.020249695493300853
12,0.6,2,2,29108,0.8863580998781974
12,0.6,2,3,249,0.007582216808769793
12,0.6,2,4,15,0.00045676004872107184
12,0.6,2,5,6,0.00018270401948842875
12,0.6,3,0,249,0.07484220018034266
12,0.6,3,1,106,0.03186053501653141
12,0.6,3,2,113,0.03396453261196273
12,0.6,3,3,2856,0.8584310189359784
12,0.6,3,4,3,0.0009017132551848512
12,0.6,4,0,68,0.06337371854613234
12,0.6,4,1,40,0.03727865796831314
12,0.6,4,2,45,0.04193849021435228
12,0.6,4,3,2,0.001863932898415657
12,0.6,4,4,918,0.8555452003727866
12,0.6,5,1,5,0.004734848484848485
12,0.6,5,2,1,0.000946969696969697
12,0.6,5,5,1050,0.9943181818181818
12,0.8,0,0,32159,0.7764123611781748
12,0.8,0,1,8212,0.19826170931916948
12,0.8,0,2,215,0.005190729116368904
12,0.8,0,3,415,0.010019314340898117
12,0.8,0,4,366,0.008836310960888459
12,0.8,0,5,52,0.0012554321583775954
12,0.8,0,6,1,2.4142926122646064e-05
12,0.8,1,0,2817,0.08792958142148141
12,0.8,1,1,28307,0.8835721197365546
12,0.8,1,2,437,0.01364047819708462
12,0.8,1,3,117,0.003652027343384212
12,0.8,1,4,333,0.010394231669631987
12,0.8,1,5,21,0.0006554920872740894
12,0.8,1,6,5,0.00015606954458906888
12,0.8,2,0,1109,0.048379356977707975
12,0.8,2,1,593,0.02586921432622257
12,0.8,2,2,14550,0.6347336736029315
12,0.8,2,3,6501,0.2836016228242377
12,0.8,2,4,150,0.006543646119617851
12,0.8,2,5,19,0.0008288618418182611
12,0.8,2,6,1,4.3624307464119006e-05
12,0.8,3,0,282,0.015826692109103153
12,0.8,3,1,446,0.025030867661914917
12,0.8,3,2,272,0.015265461892468291
12,0.8,3,3,16616,0.9325401279604894
12,0.8,3,4,189,0.010607251094398923
12,0.8,3,5,11,0.00061735323829835
12,0.8,3,6,2,0.00011224604332697273
12,0.8,4,0,356,0.09285341679707877
12,0.8,4,1,238,0.06207616066770996
12,0.8,4,2,24,0.006259780907668232
12,0.8,4,3,43,0.011215440792905582
12,0.8,4,4,3166,0.8257694314032342
12,0.8,4,5,7,0.0018257694314032342
12,0.8,5,0,90,0.07371007371007371
12,0.8,5,1,74,0.06060606060606061
12,0.8,5,2,18,0.014742014742014743
12,0.8,5,3,27,0.022113022113022112
12,0.8,5,4,3,0.002457002457002457
12,0.8,5,5,1009,0.8263718263718264
12,0.8,6,1,2,0.0018744142455482662
12,0.8,6,2,1,0.0009372071227741331
12,0.8,6,3,5,0.004686035613870665
12,0.8,6,6,1059,0.9925023430178069
13,0.4,0,0,75346,0.9822187459262156
13,0.4,0,1,1319,0.017194629122669794
13,0.4,0,3,2,2.6072220049537216e-05
13,0.4,0,4,43,0.0005605527310650502
13,0.4,1,0,1531,0.03819669677161818
13,0.4,1,1,38534,0.9613791726959733
13,0.4,1,3,1,2.4948854847562497e-05
13,0.4,1,4,16,0.00039918167756099995
13,0.4,2,0,1412,0.9357190192180251
13,0.4,2,1,93,0.061630218687872766
13,0.4,2,4,4,0.0026507620941020544
13,0.4,3,0,1,0.0009784735812133072
13,0.4,3,1,4,0.003913894324853229
13,0.4,3,3,1017,0.9951076320939335
13,0.4,4,0,111,0.11133400200601805
13,0.4,4,1,35,0.03510531594784353
13,0.4,4,4,851,0.8535606820461384
13,0.6,0,0,40847,0.9450511313682847
13,0.6,0,1,1145,0.026491138771921708
13,0.6,0,2,1183,0.02737032067002915
13,0.6,0,4,45,0.0010411364582851325
13,0.6,0,5,2,4.6272731479339224e-05
13,0.6,1,0,765,0.019695682397466593
13,0.6,1,1,37799,0.9731726783553462
13,0.6,1,2,244,0.006282021575139672
13,0.6,1,4,25,0.0006436497515511959
13,0.6,1,5,8,0.0002059679204963827
13,0.6,2,0,9653,0.29443342992222055
13,0.6,2,1,1092,0.03330791520512429
13,0.6,2,2,22013,0.6714351075186823
13,0.6,2,4,24,0.0007320420924203142
13,0.6,2,5,3,9.150526155253927e-05
13,0.6,3,0,670,0.2
13,0.6,3,1,591,0.1764179104477612
13,0.6,3,2,2081,0.6211940298507462
13,0.6,3,4,8,0.0023880597014925373
13,0.6,4,0,86,0.07846715328467153
13,0.6,4,1,38,0.03467153284671533
13,0.6,4,2,25,0.02281021897810219
13,0.6,4,4,947,0.8640510948905109
13,0.6,5,1,3,0.0029239766081871343
13,0.6,5,5,1023,0.9970760233918129
13,0.8,0,0,37463,0.8995365812663577
13,0.8,0,1,2926,0.07025716138017143
13,0.8,0,2,543,0.013038154008692102
13,0.8,0,3,344,0.008259898672173267
13,0.8,0,4,294,0.007059332004706221
13,0.8,0,5,74,0.0017768386678512257
13,0.8,0,6,3,7.203400004802267e-05
13,0.8,1,0,5288,0.16507460822875694
13,0.8,1,1,25739,0.8034900418305551
13,0.8,1,2,633,0.019760254729350064
13,0.8,1,3,97,0.0030280327152400572
13,0.8,1,4,243,0.007585690204158082
13,0.8,1,5,31,0.0009677217955921833
13,0.8,1,6,3,9.365049634763064e-05
13,0.8,2,0,701,0.030678336980306347
13,0.8,2,1,609,0.026652078774617068
13,0.8,2,2,19415,0.849671772428884
13,0.8,2,3,2025,0.0886214442013129
13,0.8,2,4,79,0.0034573304157549233
13,0.8,2,5,18,0.000787746170678337
13,0.8,2,6,3,0.0001312910284463895
13,0.8,3,0,304,0.01720040737806948
13,0.8,3,1,132,0.007468597940477537
13,0.8,3,2,507,0.028686205725925087
13,0.8,3,3,16677,0.9435894534344235
13,0.8,3,4,47,0.0026592735091094262
13,0.8,3,5,6,0.0003394817245671608
13,0.8,3,6,1,5.6580287427860135e-05
13,0.8,4,0,451,0.11708203530633438
13,0.8,4,1,166,0.043094496365524405
13,0.8,4,2,67,0.01739356178608515
13,0.8,4,3,53,0.013759086188992731
13,0.8,4,4,3104,0.8058151609553479
13,0.8,4,5,11,0.0028556593977154725
13,0.8,5,0,62,0.05061224489795919
13,0.8,5,1,68,0.05551020408163265
13,0.8,5,2,18,0.014693877551020407
13,0.8,5,3,42,0.03428571428571429
13,0.8,5,4,3,0.0024489795918367346
13,0.8,5,5,1032,0.8424489795918367
13,0.8,6,0,1,0.0009633911368015414
13,0.8,6,2,2,0.0019267822736030828
13,0.8,6,3,5,0.004816955684007707
13,0.8,6,6,1030,0.9922928709055877
14,0.4,0,0,74428,0.9702010063352191
14,0.4,0,1,1312,0.017102484553015097
14,0.4,0,2,922,0.012018666736188961
14,0.4,0,3,5,6.517715149777094e-05
14,0.4,0,4,47,0.0006126652240790469
14,0.4,1,0,1337,0.03338910671028644
14,0.4,1,1,38530,0.9622156182104238
14,0.4,1,2,132,0.0032964563094673226
14,0.4,1,3,7,0.00017481207701720652
14,0.4,1,4,37,0.0009240066928052344
14,0.4,2,0,29,0.01915455746367239
14,0.4,2,1,21,0.013870541611624834
14,0.4,2,2,1464,0.9669749009247027
14,0.4,3,0,1,0.0009718172983479105
14,0.4,3,3,1028,0.9990281827016521
14,0.4,4,0,75,0.07352941176470588
14,0.4,4,1,31,0.030392156862745098
14,0.4,4,2,3,0.0029411764705882353
14,0.4,4,4,911,0.8931372549019608
14,0.6,0,0,34914,0.8101071975497703
14,0.6,0,1,796,0.018469534549167013
14,0.6,0,2,7312,0.16965984500440856
14,0.6,0,4,74,0.0017170170309527123
14,0.6,0,5,2,4.640586570142466e-05
14,0.6,1,0,822,0.021151767793731666
14,0.6,1,1,37415,0.962765683701302
14,0.6,1,2,579,0.014898872935000772
14,0.6,1,4,39,0.0010035510267098965
14,0.6,1,5,7,0.00018012454325562247
14,0.6,2,0,1970,0.059872959912469985
14,0.6,2,1,472,0.014345196486642555
14,0.6,2,2,30423,0.924626933714251
14,0.6,2,4,34,0.001033340424885269
14,0.6,2,5,4,0.0001215694617512081
14,0.6,3,0,2406,0.7262300030184123
14,0.6,3,1,567,0.17114397826743133
14,0.6,3,2,336,0.10141865378810745
14,0.6,3,4,4,0.0012073649260488982
14,0.6,4,0,35,0.03147482014388489
14,0.6,4,1,42,0.03776978417266187
14,0.6,4,2,51,0.045863309352517985
14,0.6,4,4,984,0.8848920863309353
14,0.6,5,2,1,0.0009689922480620155
14,0.6,5,5,1031,0.999031007751938
14,0.8,0,0,37502,0.9026186579378068
14,0.8,0,1,2680,0.06450370655627226
14,0.8,0,2,722,0.01737749109463753
14,0.8,0,3,265,0.006378165013959758
14,0.8,0,4,307,0.007389043997304323
14,0.8,0,5,68,0.0016366612111292963
14,0.8,0,6,4,9.62741888899586e-05
14,0.8,1,0,2770,0.0861747137879542
14,0.8,1,1,28407,0.8837419113987058
14,0.8,1,2,512,0.015928322548531607
14,0.8,1,3,86,0.0026754604280736687
14,0.8,1,4,335,0.010421851667496268
14,0.8,1,5,30,0.0009333001493280239
14,0.8,1,6,4,0.00012444001991040318
14,0.8,2,0,616,0.027055516514406183
14,0.8,2,1,517,0.022707308503162334
14,0.8,2,2,20618,0.9055692199578356
14,0.8,2,3,868,0.038123682361208715
14,0.8,2,4,118,0.005182712579058327
14,0.8,2,5,29,0.0012737174982431483
14,0.8,2,6,2,8.784258608573436e-05
14,0.8,3,0,292,0.01642664266426643
14,0.8,3,1,99,0.005569306930693069
14,0.8,3,2,1200,0.0675067506750675
14,0.8,3,3,15920,0.8955895589558955
14,0.8,3,4,248,0.01395139513951395
14,0.8,3,5,15,0.0008438343834383438
14,0.8,3,6,2,0.0001125112511251125
14,0.8,4,0,373,0.09831312598840274
14,0.8,4,1,161,0.042435424354243544
14,0.8,4,2,55,0.014496573537163942
14,0.8,4,3,8,0.0021085925144965737
14,0.8,4,4,3193,0.8415919873484449
14,0.8,4,5,4,0.0010542962572482868
14,0.8,5,0,54,0.04330392943063352
14,0.8,5,1,48,0.038492381716118684
14,0.8,5,2,24,0.019246190858059342
14,0.8,5,3,34,0.0272654370489174
14,0.8,5,4,3,0.0024057738572574178
14,0.8,5,5,1084,0.8692862870890137
14,0.8,6,1,1,0.0009587727708533077
14,0.8,6,2,1,0.0009587727708533077
14,0.8,6,3,2,0.0019175455417066154
14,0.8,6,6,1039,0.9961649089165868
15,0.4,0,0,74559,0.9728724653566116
15,0.4,0,1,1143,0.014914272293118296
15,0.4,0,2,892,0.011639134632949712
15,0.4,0,3,1,1.304835721182703e-05
15,0.4,0,4,43,0.0005610793601085624
15,0.4,1,0,1490,0.03713025492785766
15,0.4,1,1,38229,0.9526526950584365
15,0.4,1,2,391,0.009743576964290164
15,0.4,1,3,3,7.475890253931072e-05
15,0.4,1,4,16,0.00039871414687632387
15,0.4,2,0,37,0.024568393094289508
15,0.4,2,1,1,0.0006640106241699867
15,0.4,2,2,1466,0.9734395750332006
15,0.4,2,4,2,0.0013280212483399733
15,0.4,3,0,1,0.0009560229445506692
15,0.4,3,1,4,0.0038240917782026767
15,0.4,3,3,1041,0.9952198852772467
15,0.4,4,0,85,0.08491508491508491
15,0.4,4,1,58,0.057942057942057944
15,0.4,4,2,3,0.002997002997002997
15,0.4,4,4,855,0.8541458541458542
15,0.6,0,0,41375,0.9598654448439856
15,0.6,0,1,1674,0.03883540192553068
15,0.6,0,4,56,0.0012991532304837026
15,0.6,1,0,963,0.02473861330182136
15,0.6,1,1,37933,0.9744650242762093
15,0.6,1,4,22,0.0005651604284943613
15,0.6,1,5,9,0.00023120199347496597
15,0.6,2,0,31449,0.9583726954136828
15,0.6,2,1,1324,0.04034740210269694
15,0.6,2,4,40,0.0012189547463050433
15,0.6,2,5,2,6.094773731525217e-05
15,0.6,3,0,3129,0.9373876572798082
15,0.6,3,1,205,0.06141402037147993
15,0.6,3,4,4,0.0011983223487118035
15,0.6,4,0,92,0.0847926267281106
15,0.6,4,1,75,0.06912442396313365
15,0.6,4,4,918,0.8460829493087557
15,0.6,5,0,1,0.0009523809523809524
15,0.6,5,1,2,0.0019047619047619048
15,0.6,5,5,1047,0.9971428571428571
15,0.8,0,0,36892,0.8877231820588094
15,0.8,0,1,3971,0.09555320275277925
15,0.8,0,2,289,0.006954136387699119
15,0.8,0,3,405,0.00974541604504548
15,0.8,0,6,1,2.406275566677896e-05
15,0.8,1,0,3690,0.1150536293339985
15,0.8,1,1,27817,0.8673297580444
15,0.8,1,2,453,0.014124469942629085
15,0.8,1,3,111,0.003460962833624345
15,0.8,1,6,1,3.1179845347967076e-05
15,0.8,2,0,1456,0.06372270121230689
15,0.8,2,1,493,0.021576436605540723
15,0.8,2,2,14863,0.6504879863451355
15,0.8,2,3,6034,0.26408157906254104
15,0.8,2,6,3,0.00013129677447590703
15,0.8,3,0,411,0.02318235659089627
15,0.8,3,1,212,0.01195780923909978
15,0.8,3,2,243,0.013706356816515313
15,0.8,3,3,16840,0.9498561678605675
15,0.8,3,6,23,0.0012973094929212025
15,0.8,4,0,2929,0.764153404643882
15,0.8,4,1,414,0.10800939212105401
15,0.8,4,2,119,0.031046177928515523
15,0.8,4,3,371,0.0967910253065484
15,0.8,5,0,1090,0.8963815789473685
15,0.8,5,1,41,0.033717105263157895
15,0.8,5,2,12,0.009868421052631578
15,0.8,5,3,73,0.060032894736842105
15,0.8,6,1,2,0.0018814675446848542
15,0.8,6,2,1,0.0009407337723424271
15,0.8,6,3,8,0.007525870178739417
15,0.8,6,6,1052,0.9896519285042333
16,0.4,0,0,75096,0.9820835403970392
16,0.4,0,1,1328,0.01736719587790652
16,0.4,0,3,1,1.3077707739387441e-05
