var_name,gene_id,feature_name,highly_variable,highly_variable_nbatches,means,dispersions,dispersions_norm,is_mitochondrial,is_ribosomal,is_hemoglobin,is_stress,is_cell_cycle,is_immunoglobulin,is_strong_isg,hvg_primary,hvg_isg_excluded,hvg_union
ENSG00000162496,ENSG00000162496,DHRS3,False,41,0.01690884199915514,1.6558526086056908,-0.064754695,False,False,False,False,False,False,False,False,False,False
ENSG00000179172,ENSG00000179172,HNRNPCL1,False,13,0.0018102579274473973,0.5361098058955249,-0.05943542,False,False,False,False,False,False,False,False,False,False
ENSG00000116731,ENSG00000116731,PRDM2,False,34,0.781175052479389,1.7769402993514711,0.0016517984,False,False,False,False,False,False,False,False,False,False
ENSG00000189337,ENSG00000189337,KAZN,False,4,0.0011865140584084051,0.49533523180167705,-0.603863,False,False,False,False,False,False,False,False,False,False
ENSG00000142621,ENSG00000142621,FHAD1,False,6,0.0006589422529226085,0.27921410561977217,-0.349507,False,False,False,False,False,False,False,False,False,False
ENSG00000228140,ENSG00000228140,EFHD2-AS1,False,17,0.0017158830976459164,0.7200519784289163,-0.18655187,False,False,False,False,False,False,False,False,False,False
ENSG00000142634,ENSG00000142634,EFHD2,False,35,0.20414785368660288,1.7018989627701926,0.04337511,False,False,False,False,False,False,False,False,False,False
ENSG00000132906,ENSG00000132906,CASP9,False,37,0.041328331927522104,1.6998259111359546,0.019343723,False,False,False,False,False,False,False,False,False,False
ENSG00000116138,ENSG00000116138,DNAJC16,True,57,0.07752519649006935,1.7446146889194971,0.23130293,False,False,False,False,False,False,False,False,False,False
ENSG00000272510,ENSG00000272510,ENSG00000272510,False,4,0.0008728136698836069,0.3584638710627664,-0.24537206,False,False,False,False,False,False,False,False,False,False
ENSG00000116771,ENSG00000116771,AGMAT,False,20,0.03634694245551911,1.5910226109822432,-0.2957918,False,False,False,False,False,False,False,False,False,False
ENSG00000237301,ENSG00000237301,ENSG00000237301,False,11,0.0008841428177340238,0.3270730929673775,0.094261944,False,False,False,False,False,False,False,False,False,False
ENSG00000197312,ENSG00000197312,DDI2,True,63,0.0897815031377196,1.7445526196389112,0.24126187,False,False,False,False,False,False,False,True,True,True
