level,id,field,n_unique,values
sample,fd256bdb-e6dd-47ef-a4e4-ac0a7d2dcd1e,Processing_Cohort,3,1.0 | 2.0 | 3.0
sample,00d8685c-548c-4e5f-b151-47d678b31cd6,library_uuid,4,1e3165e4-e0c0-4bf7-b803-7d8271b99fd5 | 60373b7d-7c45-428f-9622-aa4f854c4860 | d4d2da4e-6580-479c-b5f6-77b109e72715 | fb1e97d1-dd9c-4314-aae2-9c3745df1411
sample,02404cf5-4210-43b8-b998-797422f7b1a8,library_uuid,4,1495b93b-a19f-4364-95a3-6d8ac531eac6 | 3332f018-936e-4c4c-9105-99d9503db5a3 | 70a004b7-4a17-4702-8910-4557aa0c4279 | cdab3145-edc9-4352-932c-1638e791bfc9
sample,025b6b04-0e79-4c4b-bbb5-15042ca0474e,library_uuid,4,28401515-eca4-442a-85fc-f8c2793b1c26 | 9184b09f-ca66-4623-a733-1f64bc1b424f | d9bf3113-086e-4165-ba13-e78a3d7b4138 | e16d2c39-bfd1-4fb1-8ed6-ad6b16f3652e
sample,0332dc59-e2c0-4b55-9921-3e0d0f565e5e,library_uuid,4,2236c52d-924b-415a-aae0-00fa08d12d1f | 894c6ccb-cb7a-4ea1-b032-b1d93b25247d | 9850fb76-4155-4910-881f-b5d33ee0835c | f2380b81-e46f-430b-8fd2-e3897ddf7be9
sample,037d2b66-6091-42f8-b0ff-07c9130dea62,library_uuid,4,16552c24-ef48-4e1f-aff5-319a1f739299 | 43b9b939-e389-4784-b4e0-ee9d12aa7ca1 | 91761416-a756-48e5-8768-fd169c7c564c | d9942805-5a63-4958-b714-7088c0428c65
sample,0426d045-1567-4897-8407-e7925395251c,library_uuid,4,0c3a7808-800f-43b1-a57b-08c3b2bb9e5a | 222b358b-71e7-4b0f-9f9b-47b4c67aaa27 | 585af22b-b80b-4a1d-8cc8-17d65b2639e1 | d8a37460-32f2-4b61-b1d2-1f7f0ba92779
sample,09e143b6-bb61-40d5-99d8-bcf32ae0a20a,library_uuid,4,28401515-eca4-442a-85fc-f8c2793b1c26 | 9184b09f-ca66-4623-a733-1f64bc1b424f | d9bf3113-086e-4165-ba13-e78a3d7b4138 | e16d2c39-bfd1-4fb1-8ed6-ad6b16f3652e
sample,09fc2399-2a9e-47ec-a0f4-f0c83ee59b98,library_uuid,4,1e3165e4-e0c0-4bf7-b803-7d8271b99fd5 | 60373b7d-7c45-428f-9622-aa4f854c4860 | d4d2da4e-6580-479c-b5f6-77b109e72715 | fb1e97d1-dd9c-4314-aae2-9c3745df1411
sample,0a1148dc-356f-4dc4-9c32-bf0823257d93,library_uuid,4,1495b93b-a19f-4364-95a3-6d8ac531eac6 | 3332f018-936e-4c4c-9105-99d9503db5a3 | 70a004b7-4a17-4702-8910-4557aa0c4279 | cdab3145-edc9-4352-932c-1638e791bfc9
sample,0a4bb8a3-0abf-46eb-a33c-c14a23d44387,library_uuid,4,3639058a-5dc3-49ad-82ff-cec405483912 | 56b848af-d12b-4f9c-b605-947e296caa46 | 8950207b-4940-4ef9-ad01-0ad0dace6f27 | b993ef60-52c8-41e2-83a2-bb44f1fb916f
sample,0b078cad-b547-43a9-a401-35cab69549b4,library_uuid,4,2dbf699a-f6cd-446d-8dc4-0595319cfa99 | 39564abe-76f3-4a33-9f10-f574069834bc | 78c34b8c-196b-4a31-b700-08882bfaf4ab | cdf51e52-a49a-474f-a6ba-da5a14137d09
sample,0e4725c3-8e87-420e-bbf1-15781f6bbf5c,library_uuid,4,0c7c125d-46d6-40ba-8088-31fb2b526a78 | 272dbb99-7929-46e2-8446-a19c21af05da | 6ab35eea-1bae-4ee8-8e5f-5f1505715ac3 | fc140c51-9b4f-427f-8e11-640bc7400007
sample,0e59aacb-7550-45ed-8510-b29b63163539,library_uuid,4,16552c24-ef48-4e1f-aff5-319a1f739299 | 43b9b939-e389-4784-b4e0-ee9d12aa7ca1 | 91761416-a756-48e5-8768-fd169c7c564c | d9942805-5a63-4958-b714-7088c0428c65
sample,0eebb9c2-8cf2-4e46-abcb-0525a9507033,library_uuid,4,0955850b-157b-4396-a3da-83b8bcbed172 | 34585dab-86cd-40a1-9780-83204c304046 | ddae4c77-2b07-4e3e-97f1-84a37cf04321 | ecd9109f-7197-46df-b3a8-1ac2d9990185
sample,0f3a21f5-e7b9-4139-93fb-5407dbfde4fc,library_uuid,4,152e2bfd-e9ea-4d70-a999-6f37fb3fb96c | 30bbf8d6-bd6a-4b4f-8d3e-a54bf78f79d5 | b816335c-8d84-4ecc-aa3e-2dea51795320 | df159c28-05fb-4f35-83b8-8c14af793f2a
sample,1046eed3-a68a-4d02-b26c-4f8054029760,library_uuid,4,1e3165e4-e0c0-4bf7-b803-7d8271b99fd5 | 60373b7d-7c45-428f-9622-aa4f854c4860 | d4d2da4e-6580-479c-b5f6-77b109e72715 | fb1e97d1-dd9c-4314-aae2-9c3745df1411
sample,11c6a06c-f0e0-45bc-b5ec-1b14445548d4,library_uuid,8,28401515-eca4-442a-85fc-f8c2793b1c26 | 9184b09f-ca66-4623-a733-1f64bc1b424f | a5cedd63-caae-415f-b7e4-c7f660fc89c8 | cd2306bc-106c-4506-b778-d184713c463a | d9278721-fad6-4eba-a1bb-4a26c0aea206 | d9bf3113-086e-4165-ba13-e78a3d7b4138 | e16d2c39-bfd1-4fb1-8ed6-ad6b16f3652e | f1568b25-4a87-414f-8329-1a860a3a8aeb
sample,11e9756a-d4e3-4024-8167-81f1c9013e09,library_uuid,4,2e65a160-ba6e-4001-b942-c2aa46cd2c5b | 7a2abe44-abb7-4648-bb14-224625a6da0b | 7c76a618-92ba-41fd-b0a7-306a1c1a6bf2 | a5750809-7c9f-409f-baa1-9bfbb22d2fcc
sample,13ec931d-a536-4679-ad6c-39d7bbaa8d5d,library_uuid,12,0103e306-959a-46b0-896d-d8b9dee40157 | 0be87f87-d01a-495e-9605-d89d36240908 | 1556abac-8f1a-404a-8a2f-402ac562143c | 3044f2b9-48b5-45ec-ac14-107f0d7372f0 | 54530f14-aadf-4c2a-8f92-9c22a69cc022 | 665a3535-8f40-4ae3-9260-cbce7060781f | 9586e7f4-5c57-452e-bb13-90ceef874118 | b795713b-ff23-4494-b6a3-1438b2baee3e | d461010c-38fd-414f-91bd-e1b3e7e2f8fb | dac92812-557b-4abd-8fb0-4f823ae8ff59 | e3629615-6d5c-4167-808f-996d53989dbf | e7240495-f3e8-42a3-ac5c-4a9a7eebc341
sample,145e48d0-e1f3-48cd-a198-d4c62e1f8ba0,library_uuid,4,1495b93b-a19f-4364-95a3-6d8ac531eac6 | 3332f018-936e-4c4c-9105-99d9503db5a3 | 70a004b7-4a17-4702-8910-4557aa0c4279 | cdab3145-edc9-4352-932c-1638e791bfc9
sample,150f491b-4af3-4972-853f-5d39e7ea824a,library_uuid,4,0c7c125d-46d6-40ba-8088-31fb2b526a78 | 272dbb99-7929-46e2-8446-a19c21af05da | 6ab35eea-1bae-4ee8-8e5f-5f1505715ac3 | fc140c51-9b4f-427f-8e11-640bc7400007
sample,168bc7ce-f2e2-46f4-8b35-43f4ddf39693,library_uuid,4,28401515-eca4-442a-85fc-f8c2793b1c26 | 9184b09f-ca66-4623-a733-1f64bc1b424f | d9bf3113-086e-4165-ba13-e78a3d7b4138 | e16d2c39-bfd1-4fb1-8ed6-ad6b16f3652e
sample,18773af4-60a6-4a6a-9249-429ddf7f5a89,library_uuid,4,152e2bfd-e9ea-4d70-a999-6f37fb3fb96c | 30bbf8d6-bd6a-4b4f-8d3e-a54bf78f79d5 | b816335c-8d84-4ecc-aa3e-2dea51795320 | df159c28-05fb-4f35-83b8-8c14af793f2a
sample,1990a6b9-ef47-4b7d-ac77-421031dec003,library_uuid,4,048cb921-e15f-47a6-a9e3-ed512574e5d7 | c64fa002-95f9-4429-b65c-6f55c7f907d4 | c7f79595-aa68-4139-9a87-094c761cc5ab | d641571e-6406-4309-ae61-acc6f2e0a50d
sample,1d10643b-90b7-4d0c-ad8d-534e5bd1ae8a,library_uuid,4,8321fef1-a067-4a62-a461-37e1f1b4f868 | 8627b3d4-c529-45b3-bf1e-0313791be91d | cfb525cf-987b-42c8-afca-8dd18f45b32d | d49aa545-2b96-409c-85e8-2bf8706475fb
sample,1d38192e-5e0c-43e5-a813-835461e099ae,library_uuid,4,16552c24-ef48-4e1f-aff5-319a1f739299 | 43b9b939-e389-4784-b4e0-ee9d12aa7ca1 | 91761416-a756-48e5-8768-fd169c7c564c | d9942805-5a63-4958-b714-7088c0428c65
sample,1f4f30c3-dbfc-4478-be7e-e047b7ad642a,library_uuid,4,15024b21-fb68-4bbe-92cf-0c9ab90f11a6 | 683bd537-4ff4-4741-afe5-be328f499d4b | 68492085-4a2b-4551-9b12-75062c694069 | bdc30514-427c-403e-a0ee-61e7d04e407e
sample,1fccdc9f-3051-4556-bea4-57412a092eb8,library_uuid,4,15024b21-fb68-4bbe-92cf-0c9ab90f11a6 | 683bd537-4ff4-4741-afe5-be328f499d4b | 68492085-4a2b-4551-9b12-75062c694069 | bdc30514-427c-403e-a0ee-61e7d04e407e
sample,20e15d59-e68c-4af0-873f-199998c6ee3b,library_uuid,4,2236c52d-924b-415a-aae0-00fa08d12d1f | 894c6ccb-cb7a-4ea1-b032-b1d93b25247d | 9850fb76-4155-4910-881f-b5d33ee0835c | f2380b81-e46f-430b-8fd2-e3897ddf7be9
sample,2261aca1-82ee-4276-9eaa-1d61688bd2f8,library_uuid,4,1e3165e4-e0c0-4bf7-b803-7d8271b99fd5 | 60373b7d-7c45-428f-9622-aa4f854c4860 | d4d2da4e-6580-479c-b5f6-77b109e72715 | fb1e97d1-dd9c-4314-aae2-9c3745df1411
sample,23373939-b15c-4982-bc28-48770bad82e2,library_uuid,4,0c7c125d-46d6-40ba-8088-31fb2b526a78 | 272dbb99-7929-46e2-8446-a19c21af05da | 6ab35eea-1bae-4ee8-8e5f-5f1505715ac3 | fc140c51-9b4f-427f-8e11-640bc7400007
sample,2512ead7-e6f3-4ceb-9894-46e1e71eb8df,library_uuid,4,0c7c125d-46d6-40ba-8088-31fb2b526a78 | 272dbb99-7929-46e2-8446-a19c21af05da | 6ab35eea-1bae-4ee8-8e5f-5f1505715ac3 | fc140c51-9b4f-427f-8e11-640bc7400007
sample,261c08e0-fa34-4086-950f-1d8425f2476b,library_uuid,4,16552c24-ef48-4e1f-aff5-319a1f739299 | 43b9b939-e389-4784-b4e0-ee9d12aa7ca1 | 91761416-a756-48e5-8768-fd169c7c564c | d9942805-5a63-4958-b714-7088c0428c65
sample,2688f505-eb1a-4f9f-af54-e30b3da7dff3,library_uuid,8,048cb921-e15f-47a6-a9e3-ed512574e5d7 | 16552c24-ef48-4e1f-aff5-319a1f739299 | 43b9b939-e389-4784-b4e0-ee9d12aa7ca1 | 91761416-a756-48e5-8768-fd169c7c564c | c64fa002-95f9-4429-b65c-6f55c7f907d4 | c7f79595-aa68-4139-9a87-094c761cc5ab | d641571e-6406-4309-ae61-acc6f2e0a50d | d9942805-5a63-4958-b714-7088c0428c65
sample,27978e88-cfed-4b90-b622-fd572e5ea40d,library_uuid,4,3639058a-5dc3-49ad-82ff-cec405483912 | 56b848af-d12b-4f9c-b605-947e296caa46 | 8950207b-4940-4ef9-ad01-0ad0dace6f27 | b993ef60-52c8-41e2-83a2-bb44f1fb916f
sample,279d06b2-a656-413d-8805-b07615ea48ee,library_uuid,4,39093cbf-e0a9-480d-ab0b-e9e4cf95a9f8 | 64f6fec6-18a3-4563-b731-189faf6423f2 | 6fd714df-b88d-43a6-8f75-3d300278329d | c2641f62-eb23-4dad-9c22-b52e72b79df2
sample,27ae3b51-85d4-49fe-bcc3-89b0cbd59e23,library_uuid,8,16552c24-ef48-4e1f-aff5-319a1f739299 | 2e65a160-ba6e-4001-b942-c2aa46cd2c5b | 43b9b939-e389-4784-b4e0-ee9d12aa7ca1 | 7a2abe44-abb7-4648-bb14-224625a6da0b | 7c76a618-92ba-41fd-b0a7-306a1c1a6bf2 | 91761416-a756-48e5-8768-fd169c7c564c | a5750809-7c9f-409f-baa1-9bfbb22d2fcc | d9942805-5a63-4958-b714-7088c0428c65
sample,27b03089-9abd-4025-b745-1a4d42f729a3,library_uuid,6,2236c52d-924b-415a-aae0-00fa08d12d1f | 4e57f7cc-1df2-467f-8bfe-cb19af5d7350 | 894c6ccb-cb7a-4ea1-b032-b1d93b25247d | 9850fb76-4155-4910-881f-b5d33ee0835c | ddb0a996-79fe-4eac-8760-76ee74c7c333 | f2380b81-e46f-430b-8fd2-e3897ddf7be9
sample,2899cc75-6bcb-4c24-9375-81a37c2a62f5,library_uuid,4,0c3a7808-800f-43b1-a57b-08c3b2bb9e5a | 222b358b-71e7-4b0f-9f9b-47b4c67aaa27 | 585af22b-b80b-4a1d-8cc8-17d65b2639e1 | d8a37460-32f2-4b61-b1d2-1f7f0ba92779
sample,2c6239f0-efd3-469e-86aa-554f62dfb4f8,library_uuid,6,2236c52d-924b-415a-aae0-00fa08d12d1f | 3c722d55-1664-4996-8228-63504e862676 | 894c6ccb-cb7a-4ea1-b032-b1d93b25247d | 9850fb76-4155-4910-881f-b5d33ee0835c | e9ebbe1e-ce77-4c97-a04e-4a64befe98c8 | f2380b81-e46f-430b-8fd2-e3897ddf7be9
sample,2d3d3f42-1bf4-4177-9be3-0f70a79f9d49,library_uuid,4,048cb921-e15f-47a6-a9e3-ed512574e5d7 | c64fa002-95f9-4429-b65c-6f55c7f907d4 | c7f79595-aa68-4139-9a87-094c761cc5ab | d641571e-6406-4309-ae61-acc6f2e0a50d
sample,2de24ffa-ba31-4218-a87f-7176c9b8f67c,library_uuid,4,048cb921-e15f-47a6-a9e3-ed512574e5d7 | c64fa002-95f9-4429-b65c-6f55c7f907d4 | c7f79595-aa68-4139-9a87-094c761cc5ab | d641571e-6406-4309-ae61-acc6f2e0a50d
sample,2e90178e-8c6e-44a4-8d5a-82dab547abcf,library_uuid,4,152e2bfd-e9ea-4d70-a999-6f37fb3fb96c | 30bbf8d6-bd6a-4b4f-8d3e-a54bf78f79d5 | b816335c-8d84-4ecc-aa3e-2dea51795320 | df159c28-05fb-4f35-83b8-8c14af793f2a
sample,2ed3aef8-6c08-4c7c-9d7c-8aa618321841,library_uuid,4,0955850b-157b-4396-a3da-83b8bcbed172 | 34585dab-86cd-40a1-9780-83204c304046 | ddae4c77-2b07-4e3e-97f1-84a37cf04321 | ecd9109f-7197-46df-b3a8-1ac2d9990185
sample,2f17ecfd-2b2e-4603-bf0e-4105f13870b5,library_uuid,4,15024b21-fb68-4bbe-92cf-0c9ab90f11a6 | 683bd537-4ff4-4741-afe5-be328f499d4b | 68492085-4a2b-4551-9b12-75062c694069 | bdc30514-427c-403e-a0ee-61e7d04e407e
sample,3098a146-f3f2-4994-b7d1-770425e1f8b8,library_uuid,4,28401515-eca4-442a-85fc-f8c2793b1c26 | 9184b09f-ca66-4623-a733-1f64bc1b424f | d9bf3113-086e-4165-ba13-e78a3d7b4138 | e16d2c39-bfd1-4fb1-8ed6-ad6b16f3652e
sample,3178b123-e965-4449-8944-c88b17d0d082,library_uuid,4,1e3165e4-e0c0-4bf7-b803-7d8271b99fd5 | 60373b7d-7c45-428f-9622-aa4f854c4860 | d4d2da4e-6580-479c-b5f6-77b109e72715 | fb1e97d1-dd9c-4314-aae2-9c3745df1411
sample,32207039-fb11-4f7f-8113-13538664ea08,library_uuid,4,152e2bfd-e9ea-4d70-a999-6f37fb3fb96c | 30bbf8d6-bd6a-4b4f-8d3e-a54bf78f79d5 | b816335c-8d84-4ecc-aa3e-2dea51795320 | df159c28-05fb-4f35-83b8-8c14af793f2a
sample,3382e6de-ead1-467c-9d88-972e44e867bf,library_uuid,4,1495b93b-a19f-4364-95a3-6d8ac531eac6 | 3332f018-936e-4c4c-9105-99d9503db5a3 | 70a004b7-4a17-4702-8910-4557aa0c4279 | cdab3145-edc9-4352-932c-1638e791bfc9
sample,342b5092-67e5-4a0e-a437-8b735f2a863c,library_uuid,8,16552c24-ef48-4e1f-aff5-319a1f739299 | 2236c52d-924b-415a-aae0-00fa08d12d1f | 43b9b939-e389-4784-b4e0-ee9d12aa7ca1 | 894c6ccb-cb7a-4ea1-b032-b1d93b25247d | 91761416-a756-48e5-8768-fd169c7c564c | 9850fb76-4155-4910-881f-b5d33ee0835c | d9942805-5a63-4958-b714-7088c0428c65 | f2380b81-e46f-430b-8fd2-e3897ddf7be9
sample,3434bd39-04ed-4492-97b1-7410192739e8,library_uuid,4,2236c52d-924b-415a-aae0-00fa08d12d1f | 894c6ccb-cb7a-4ea1-b032-b1d93b25247d | 9850fb76-4155-4910-881f-b5d33ee0835c | f2380b81-e46f-430b-8fd2-e3897ddf7be9
sample,34fcf40d-5976-44a6-8f49-1fe0e3b1c064,library_uuid,4,8321fef1-a067-4a62-a461-37e1f1b4f868 | 8627b3d4-c529-45b3-bf1e-0313791be91d | cfb525cf-987b-42c8-afca-8dd18f45b32d | d49aa545-2b96-409c-85e8-2bf8706475fb
sample,3672d82d-f24c-4536-b75a-0627889e1426,library_uuid,12,1556abac-8f1a-404a-8a2f-402ac562143c | 3044f2b9-48b5-45ec-ac14-107f0d7372f0 | 665a3535-8f40-4ae3-9260-cbce7060781f | 8321fef1-a067-4a62-a461-37e1f1b4f868 | 8627b3d4-c529-45b3-bf1e-0313791be91d | a5cedd63-caae-415f-b7e4-c7f660fc89c8 | b795713b-ff23-4494-b6a3-1438b2baee3e | cd2306bc-106c-4506-b778-d184713c463a | cfb525cf-987b-42c8-afca-8dd18f45b32d | d49aa545-2b96-409c-85e8-2bf8706475fb | d9278721-fad6-4eba-a1bb-4a26c0aea206 | f1568b25-4a87-414f-8329-1a860a3a8aeb
sample,37214563-4102-451e-a546-a1833db3aedd,library_uuid,4,0955850b-157b-4396-a3da-83b8bcbed172 | 34585dab-86cd-40a1-9780-83204c304046 | ddae4c77-2b07-4e3e-97f1-84a37cf04321 | ecd9109f-7197-46df-b3a8-1ac2d9990185
sample,37d3daeb-c0f5-414a-8b98-0517e7464535,library_uuid,4,16552c24-ef48-4e1f-aff5-319a1f739299 | 43b9b939-e389-4784-b4e0-ee9d12aa7ca1 | 91761416-a756-48e5-8768-fd169c7c564c | d9942805-5a63-4958-b714-7088c0428c65
sample,385a6725-3504-4717-af12-cfed4adc3e9b,library_uuid,4,048cb921-e15f-47a6-a9e3-ed512574e5d7 | c64fa002-95f9-4429-b65c-6f55c7f907d4 | c7f79595-aa68-4139-9a87-094c761cc5ab | d641571e-6406-4309-ae61-acc6f2e0a50d
sample,3876bd23-e063-4b96-89ae-eec693743c86,library_uuid,12,048cb921-e15f-47a6-a9e3-ed512574e5d7 | 28401515-eca4-442a-85fc-f8c2793b1c26 | 9184b09f-ca66-4623-a733-1f64bc1b424f | a5cedd63-caae-415f-b7e4-c7f660fc89c8 | c64fa002-95f9-4429-b65c-6f55c7f907d4 | c7f79595-aa68-4139-9a87-094c761cc5ab | cd2306bc-106c-4506-b778-d184713c463a | d641571e-6406-4309-ae61-acc6f2e0a50d | d9278721-fad6-4eba-a1bb-4a26c0aea206 | d9bf3113-086e-4165-ba13-e78a3d7b4138 | e16d2c39-bfd1-4fb1-8ed6-ad6b16f3652e | f1568b25-4a87-414f-8329-1a860a3a8aeb
sample,38c6ab44-8cf8-4bcf-93da-5c8b0c104bbc,library_uuid,8,0c3a7808-800f-43b1-a57b-08c3b2bb9e5a | 222b358b-71e7-4b0f-9f9b-47b4c67aaa27 | 2dbf699a-f6cd-446d-8dc4-0595319cfa99 | 39564abe-76f3-4a33-9f10-f574069834bc | 585af22b-b80b-4a1d-8cc8-17d65b2639e1 | 78c34b8c-196b-4a31-b700-08882bfaf4ab | cdf51e52-a49a-474f-a6ba-da5a14137d09 | d8a37460-32f2-4b61-b1d2-1f7f0ba92779
sample,39006dbe-f7a7-4f05-aeac-0ca1876a7a3f,library_uuid,4,1495b93b-a19f-4364-95a3-6d8ac531eac6 | 3332f018-936e-4c4c-9105-99d9503db5a3 | 70a004b7-4a17-4702-8910-4557aa0c4279 | cdab3145-edc9-4352-932c-1638e791bfc9
sample,39824ee5-7478-4dc4-baad-9a90e3ca30ff,library_uuid,4,3639058a-5dc3-49ad-82ff-cec405483912 | 56b848af-d12b-4f9c-b605-947e296caa46 | 8950207b-4940-4ef9-ad01-0ad0dace6f27 | b993ef60-52c8-41e2-83a2-bb44f1fb916f
sample,39b05a41-41b3-4146-896b-017b0443556d,library_uuid,4,15024b21-fb68-4bbe-92cf-0c9ab90f11a6 | 683bd537-4ff4-4741-afe5-be328f499d4b | 68492085-4a2b-4551-9b12-75062c694069 | bdc30514-427c-403e-a0ee-61e7d04e407e
sample,3acf43ac-421f-48ad-9363-a51cce15e119,library_uuid,4,0c7c125d-46d6-40ba-8088-31fb2b526a78 | 272dbb99-7929-46e2-8446-a19c21af05da | 6ab35eea-1bae-4ee8-8e5f-5f1505715ac3 | fc140c51-9b4f-427f-8e11-640bc7400007
sample,3b0f67b7-7799-4746-8435-9ccb71ccacec,library_uuid,4,2dbf699a-f6cd-446d-8dc4-0595319cfa99 | 39564abe-76f3-4a33-9f10-f574069834bc | 78c34b8c-196b-4a31-b700-08882bfaf4ab | cdf51e52-a49a-474f-a6ba-da5a14137d09
sample,3be3bf0e-065c-4451-bdff-100e1f88b8d9,library_uuid,4,3639058a-5dc3-49ad-82ff-cec405483912 | 56b848af-d12b-4f9c-b605-947e296caa46 | 8950207b-4940-4ef9-ad01-0ad0dace6f27 | b993ef60-52c8-41e2-83a2-bb44f1fb916f
sample,3caa3c5a-9c12-464a-a794-8b7ca2cfaace,library_uuid,4,0103e306-959a-46b0-896d-d8b9dee40157 | 9586e7f4-5c57-452e-bb13-90ceef874118 | d461010c-38fd-414f-91bd-e1b3e7e2f8fb | e7240495-f3e8-42a3-ac5c-4a9a7eebc341
sample,3e17b93b-6d64-4b05-adf1-bee9b370788c,library_uuid,4,3639058a-5dc3-49ad-82ff-cec405483912 | 56b848af-d12b-4f9c-b605-947e296caa46 | 8950207b-4940-4ef9-ad01-0ad0dace6f27 | b993ef60-52c8-41e2-83a2-bb44f1fb916f
