contrast,regulator,deleted_target,slope,same_direction_as_full
gse135779_childhood,STAT1,TNFSF10,1.132826175612459,True
gse135779_childhood,STAT1,TNFSF13B,1.1257589888070585,True
gse135779_childhood,STAT1,TP53,1.1560951652497695,True
gse135779_childhood,STAT1,TP53BP1,1.149609093411999,True
gse135779_childhood,STAT1,TRAF6,1.145044415718968,True
gse135779_childhood,STAT1,TRIM25,1.125212425519832,True
gse135779_childhood,STAT1,TYK2,1.1334162745865741,True
gse135779_childhood,STAT1,UBR1,1.1444148860890238,True
gse135779_childhood,STAT1,UPP1,1.1275260127679378,True
gse135779_childhood,STAT1,VIM,1.1389502104112,True
gse135779_childhood,STAT1,VPS33B,1.1316160384709242,True
gse135779_childhood,STAT1,XAF1,1.1156601044836711,True
gse135779_childhood,STAT1,ZC3HAV1,1.1363712666307055,True
gse135779_childhood,STAT1,ZFP36,1.141738837133084,True
gse135779_childhood,STAT1,ZNF181,1.1516852066040746,True
gse135779_childhood,STAT1,ZNF230,1.1568054450702898,True
gse135779_childhood,STAT1,ZNF302,1.1444019700702186,True
gse135779_childhood,STAT1,ZNF655,1.1353353918674802,True
gse135779_childhood,STAT2,CBL,2.5710282018171293,True
gse135779_childhood,STAT2,CREBBP,2.604396787838555,True
gse135779_childhood,STAT2,DGKE,2.552498183227197,True
gse135779_childhood,STAT2,EIF2AK2,2.234727510373749,True
gse135779_childhood,STAT2,HLA-E,2.504012444710859,True
gse135779_childhood,STAT2,IFIT2,2.3090582502602532,True
gse135779_childhood,STAT2,IFIT3,2.276193457169854,True
gse135779_childhood,STAT2,IL6,2.4274129711758277,True
gse135779_childhood,STAT2,IRF1,2.5379792617745074,True
gse135779_childhood,STAT2,IRF7,2.2871668422703086,True
gse135779_childhood,STAT2,IRF9,2.324506080769736,True
gse135779_childhood,STAT2,JUN,2.429663461244537,True
gse135779_childhood,STAT2,JUND,2.4486808008976615,True
gse135779_childhood,STAT2,MCL1,2.2009816894721097,True
gse135779_childhood,STAT2,NFKB2,2.550950042911085,True
gse135779_childhood,STAT2,OAS1,2.318990032924314,True
gse135779_childhood,STAT2,PML,2.2883279359662376,True
gse135779_childhood,STAT2,SAMHD1,2.4851324977466565,True
gse135779_childhood,STAT2,SCARB2,2.3831614515788524,True
gse135779_childhood,STAT2,STAT1,2.268741017271471,True
gse135779_childhood,IRF7,ATF4,2.143861737627895,True
gse135779_childhood,IRF7,CCL3,1.8377091034089443,True
gse135779_childhood,IRF7,CCL5,1.9979002061345978,True
gse135779_childhood,IRF7,ISG15,1.362543671611089,True
gse135779_childhood,IRF7,PMAIP1,2.0347739671082774,True
gse135779_childhood,IRF7,TAP2,1.7342343981252384,True
gse135779_childhood,IRF7,TNFSF10,1.8316417682573685,True
gse135779_childhood,IRF9,CCND2,2.8840014813583377,True
gse135779_childhood,IRF9,CDKN1A,2.4040358912357394,True
gse135779_childhood,IRF9,CDKN1B,2.3349561887100396,True
gse135779_childhood,IRF9,IFIT1,1.8666260011496445,True
gse135779_childhood,IRF9,IFIT3,1.8740179507921002,True
gse135779_childhood,IRF9,IRF7,1.8971797272063007,True
gse135779_childhood,IRF9,OAS1,1.9643496679280599,True
gse135779_childhood,IRF9,PML,1.8996304743854853,True
gse135779_childhood,IRF9,SP100,2.309902461957889,True
gse135779_childhood,IRF9,TNFSF10,2.1849583985065464,True
